BILAN ANNUEL 2021

data8T

Fri 01 Jan 2021
> Fri 31 Dec 2021

RÉSULTATS GLOBAUX

VENTES;0
MARGE BRUTE;0
ACHATS;0

VALEUR STOCK
Initial;0
Final;0
Variation;0

RÉSULTATS SELON CATÉGORIE

BIÈRE
Quantité vendue;0
Ventes;0
Marge brute;0

BOISSONCHAUDE
Quantité vendue;0
Ventes;0
Marge brute;0

CHAMPAGNE
Quantité vendue;0
Ventes;0
Marge brute;0

CHICHA
Quantité vendue;0
Ventes;0
Marge brute;0

CIGARE
Quantité vendue;0
Ventes;0
Marge brute;0

COCKTAIL
Quantité vendue;0
Ventes;0
Marge brute;0

COGNAC
Quantité vendue;0
Ventes;0
Marge brute;0

CONSO
Quantité vendue;0
Ventes;0
Marge brute;0

CUISINE
Quantité vendue;0
Ventes;0
Marge brute;0

DIVERSALCOOL
Quantité vendue;0
Ventes;0
Marge brute;0

EAU
Quantité vendue;0
Ventes;0
Marge brute;0

GADGETSEVENT
Quantité vendue;0
Ventes;0
Marge brute;0

JUS
Quantité vendue;0
Ventes;0
Marge brute;0

LAIT
Quantité vendue;0
Ventes;0
Marge brute;0

SIROP
Quantité vendue;0
Ventes;0
Marge brute;0

SODA
Quantité vendue;0
Ventes;0
Marge brute;0

VERRECASSE
Quantité vendue;0
Ventes;0
Marge brute;0

VINBLANC
Quantité vendue;0
Ventes;0
Marge brute;0

VINMOUSSEUX
Quantité vendue;0
Ventes;0
Marge brute;0

VINROSÉ
Quantité vendue;0
Ventes;0
Marge brute;0

VINROUGE
Quantité vendue;0
Ventes;0
Marge brute;0

WHISKY
Quantité vendue;0
Ventes;0
Marge brute;0

ÉNERGÉTIQUE
Quantité vendue;0
Ventes;0
Marge brute;0

DÉTAILS STOCKS
CODE;INITIAL;PA;FINAL;PA

BIÈRE
beni;0;0;0;0
bf;0;0;0;0
bièreNA;0;0;0;0
cast;0;0;0;0
despe;0;0;0;0
doppel;0;0;0;0
eku;0;0;0;0
grimbergen;0;0;0;0
gui;0;0;0;0
hein25;0;0;0;0
lef25;0;0;0;0
panach25;0;0;0;0
pils;0;0;0;0
skol;0;0;0;0

BOISSONCHAUDE
