BILAN

baseX

Sat 09 Jan 2021
> Tue 12 Jan 2021

RÉSULTATS GLOBAUX

RECETTES;0
ACHATS;50000
VARIATION DE STOCK;5000
MARGE BRUTE;0
CHARGES;0
RÉSULTAT NET;-45000
MARGE NETTE;

RÉSULTATS SELON CATÉGORIE

ALCOOL
Quantité vendue;0
Recette;0
Marge brute;0

COCKTAIL
Quantité vendue;0
Recette;0
Marge brute;0

CUISINE
Quantité vendue;0
Recette;0
Marge brute;0

EAU
Quantité vendue;0
Recette;0
Marge brute;0

SODA
Quantité vendue;0
Recette;0
Marge brute;0

CHARGES SELON TYPE

VALEUR STOCK
Initial;0
Final;5000

DÉTAILS STOCKS
CODE;INITIAL;PA;FINAL;PA

ALCOOL
gin;0;0;1;5000

EAU
perrier;0;0;0;0

SODA
coca;0;0;0;0
