BILAN

baseX

Thu 07 Jan 2021
> Thu 07 Jan 2021

RÉSULTATS GLOBAUX

RECETTES;4000
ACHATS;0
VARIATION DE STOCK;-1000
MARGE BRUTE;3000
CHARGES;0
RÉSULTAT NET;3000
MARGE NETTE;75%

RÉSULTATS SELON CATÉGORIE

ALCOOL
Quantité vendue;0
Recette;0
Marge brute;0

COCKTAIL
Quantité vendue;0
Recette;0
Marge brute;0

CUISINE
Quantité vendue;0
Recette;0
Marge brute;0

EAU
Quantité vendue;2
Recette;2000
Marge brute;1400

SODA
Quantité vendue;2
Recette;2000
Marge brute;1600

CHARGES SELON TYPE

VALEUR STOCK
Initial;8200
Final;7200

DÉTAILS STOCKS
CODE;INITIAL;PA;FINAL;PA

ALCOOL
gin;-1;0;-1;0

EAU
perrier;16;300;14;300

SODA
coca;17;200;15;200
